Periode;Production.Totale.Brute;Production.Totale.Nette;Production brute d'électricité primaire (en GWh);Production nette d'électricité primaire (en GWh);Production.Brute.Nucléaire;Production nette d'électricité nucléaire (en GWh);Production brute d'électricité hydraulique (en GWh);Production nette d'électricité hydraulique (en GWh);Production brute d'électricité éolienne (en GWh);Production nette d'électricité éolienne (en GWh);Production brute d'électricité photovoltaïque (en GWh);Production nette d'électricité photovoltaïque (en GWh);Production brute d'électricité thermique (en GWh);Production nette d'électricité thermique (en GWh);Électricité absorbée pour les pompages (en GWh);Total des importations physiques d'électricité (en GWh);Total des exportations physiques d'électricité (en GWh);Energie appelée réelle yc pertes (consommation calculée yc pertes) (en GWh);Livraisons en basse tension (BT : FC + Corse) (en GWh);Livraisons en moyenne tension (MT : FC + Corse) (en GWh);Livraisons en haute tension (en GWh);Energie appelée réelle yc pertes corrigée du climat (en GWh);Livraisons en basse tension corrigées du climat (en GWh);Livraisons en moyenne tension corrigées du climat (en GWh);Consommation d'électricité primaire (en GWh);Consommation d'électricité primaire corrigée du climat (en GWh);Puissance maximale appelée (en GW);Indice de rigueur climatique pour la France métropolitaine (ref.1 pour la période 1986-2015) (sans unité)
juin-91;32417.89804;30996;29342.83804;28095;23494.20324;22318;5848.6348;5777;0;0;0;0;3075.06;2901;552;387;4317;26514;9250;6097;8170;26514;9250;6097;23613;23613;46.2;1
juil-91;33179.32861;31688;28963.70861;27711;23745.79901;22557;5217.9096;5154;0;0;0;0;4215.62;3977;467;476;4366;27331;9624;6699;8618;27331;9624;6699;23354;23354;45;1
août-91;30829.59393;29408;28082.07393;26816;24384.78913;23164;3697.2848;3652;0;0;0;0;2747.52;2592;394;311;4698;24627;9200;5214;7823;24627;9200;5214;22035;22035;43.1;1
sept-91;33219.47851;31655;29026.11851;27699;25693.29771;24407;3332.8208;3292;0;0;0;0;4193.36;3956;495;253;4900;26513;9389;6316;8236;26513;9389;6316;22557;22557;45.2;1
oct-91;38362.73308;36610;33662.69308;32176;28411.37428;26989;5251.3188;5187;0;0;0;0;4700.04;4434;463;462;4978;31631;12918;7058;8611;29537.54941;11162.11982;6921.892192;27197;24851.418;55.6;1.393267633
nov-91;41857.1077;39938;35680.4877;34111;29947.2665;28448;5733.2212;5663;0;0;0;0;6176.62;5827;457;344;4912;34913;16154;6641;7936;34077.66813;15456.00517;6603.721903;29086;28318.67538;59.5;1.112900264
déc-91;45875.89452;43729;38197.25452;36485;32907.46452;31260;5289.79;5225;0;0;0;0;7678.64;7244;310;500;5118;38801;20565;6791;7095;37470.32485;19432.61576;6741.891763;31557;30490.93296;64.2;1.145680882
janv-92;47757.6128;45493;38608.7528;36862;33686.464;32000;4922.2888;4862;0;0;0;0;9148.86;8631;237;541;5150;40647;21467;7379;7356;39247.19461;20274.14486;7325.127102;32016;30924.31705;64;1.147090685
févr-92;42063.06071;40073;34440.60071;32882;30060.95831;28556;4379.6424;4326;0;0;0;0;7622.46;7191;235;513;4470;35881;17705;6829;6933;35743.2519;17589.78416;6823.413197;28690;28577.68701;62.4;1.016375391
mars-92;41400.49204;39458;35622.43204;34007;31181.03324;29620;4441.3988;4387;0;0;0;0;5778.06;5451;341;492;4886;34723;16159;6943;8053;34779.84849;16207.41354;6945.593418;29272;29324.55764;56.4;0.992532192
avr-92;38422.4101;36686;33800.8101;32326;28052.4029;26648;5748.4072;5678;0;0;0;0;4621.6;4360;342;341;4994;31691;13684;6728;8427;30961.56393;13060.14323;6688.06557;27331;26569.49715;55.9;1.11941997
mai-92;34382.89118;32871;31547.39118;30196;25518.54918;24241;6028.842;5955;0;0;0;0;2835.5;2675;487;394;4802;27976;10344;6113;8590;29330.18017;11479.85017;6189.551557;25301;26897.80905;47.2;0.75264264
juin-92;32791.72589;31438;30662.18589;29429;22679.41189;21544;7982.774;7885;0;0;0;0;2129.54;2009;454;434;4364;27054;9654;6545;8605;27054;9654;6545;25045;25045;45.2;1
juil-92;34178.9588;32719;31611.6388;30297;24525.8512;23298;7085.7876;6999;0;0;0;0;2567.32;2422;418;276;4657;27920;9905;6569;9123;27920;9905;6569;25498;25498;45.6;1
août-92;31938.0555;30494;29470.3755;28166;24947.9847;23699;4522.3908;4467;0;0;0;0;2467.68;2328;463;272;4829;25474;9748;5367;8180;25474;9748;5367;23146;23146;43.8;1
sept-92;34259.66273;32692;30646.12273;29283;26120.69473;24813;4525.428;4470;0;0;0;0;3613.54;3409;425;293;4736;27824;10021;6668;8563;27824;10021;6668;24415;24415;47.7;1
oct-92;40430.25172;38628;35830.91172;34289;29169.31972;27709;6661.592;6580;0;0;0;0;4599.34;4339;572;450;5063;33443;14301;7095;8585;29680.23364;11168.11177;6854.641273;29104;24911.14296;56.6;1.701302132
nov-92;40419.17053;38715;37761.75053;36208;29499.55413;28047;8262.1964;8161;0;0;0;0;2657.42;2507;531;272;5241;33215;15673;6775;7387;34397.17335;16683.20276;6826.671149;30708;31865.72158;59.2;0.848619781
déc-92;44791.19815;42880;41794.57815;40053;33241.82295;31605;8552.7552;8448;0;0;0;0;2996.62;2827;500;459;5341;37498;19119;7038;7284;37621.09383;19223.96902;7042.806997;34671;34784.96221;60.6;0.986349201
janv-93;45404.48517;43329;40955.66517;39132;35706.37117;33947;5249.294;5185;0;0;0;0;4448.82;4197;450;465;5740;37604;19142;6886;7033;39022.42776;20338.07013;6936.995083;33407;34628.90346;70;0.852976448
févr-93;42741.92766;40756;37225.68766;35552;32889.57846;31269;4336.1092;4283;0;0;0;0;5516.24;5204;336;388;5310;35498;18374;6688;6561;34391.11664;17432.77947;6643.165755;30294;29343.42411;62.2;1.134978552
mars-93;43264.20953;41255;38624.58953;36878;34395.79473;32701;4228.7948;4177;0;0;0;0;4639.62;4377;341;342;5958;35298;17064;7276;7478;34648.40884;16508.90452;7245.546962;30921;30309.52346;64;1.084060012
avr-93;38238.39072;36516;35522.67072;33954;30616.58032;29108;4906.0904;4846;0;0;0;0;2715.72;2562;465;240;5615;30676;13031;6645;7801;31404.87647;13646.20767;6682.659026;28114;28895.61514;53.1;0.887293289
mai-93;35139.15529;33634;33238.57529;31841;26751.11609;25433;6487.4592;6408;0;0;0;0;1900.58;1793;425;156;5226;28139;10647;6041;8563;28693.08566;11112.42445;6072.793541;26346;27025.14043;47.6;0.895291875
juin-93;33831.48885;32413;32299.78885;30968;25284.86925;24039;7014.9196;6929;0;0;0;0;1531.7;1445;345;220;4718;27570;9866;6630;8596;27570;9866;6630;26125;26125;46.2;1
juil-93;34896.74753;33401;33422.28753;32010;27087.70073;25753;6334.5868;6257;0;0;0;0;1474.46;1391;325;263;5223;28116;9996;6416;9095;28116;9996;6416;26725;26725;46.4;1
août-93;32500.98132;31053;30888.72132;29532;26425.04972;25123;4463.6716;4409;0;0;0;0;1612.26;1521;310;296;5339;25700;10055;5398;8108;25700;10055;5398;24179;24179;45.1;1
sept-93;35586.16099;34003;33913.48099;32425;28983.09299;27555;4930.388;4870;0;0;0;0;1672.68;1578;415;341;5527;28402;10699;6648;8429;28402;10699;6648;26824;26824;50.1;1
oct-93;39220.44844;37565;36969.00844;35441;29039.89164;27609;7929.1168;7832;0;0;0;0;2251.44;2124;358;232;4895;32544;14201;6944;7637;29531.69894;11716.24267;6764.670281;30420;26986.10453;56.8;1.530195004
nov-93;44240.8357;42250;40030.5157;38278;34090.7649;32411;5939.7508;5867;0;0;0;0;4210.32;3972;220;329;5534;36825;18693;6964;7141;33820.41265;16151.32425;6829.655218;32853;30018.6444;64.1;1.393415999
déc-93;46473.46325;44408;43556.34325;41656;36917.02405;35098;6639.3192;6558;0;0;0;0;2917.12;2752;197;391;6008;38594;19456;7332;7274;39872.98333;20536.26582;7380.529598;35842;37010.10178;64;0.868492911
janv-94;46998.8198;44906;43192.3598;41315;34779.3158;33005;8413.044;8310;0;0;0;0;3806.46;3591;167;457;5803;39393;20131;7301;7343;40335.6321;20928.19824;7335.930089;35802;36639.40225;66.9;0.904769843
févr-94;42135.25028;40232;38013.97028;36344;31065.86908;29481;6948.1012;6863;0;0;0;0;4121.28;3888;72;358;5413;35105;17768;6727;6720;35579.12206;18170.88853;6745.695863;31217;31637.88892;62.6;0.944569506
mars-94;41243.18371;39410;38018.66371;36368;30566.38731;29007;7452.2764;7361;0;0;0;0;3224.52;3042;57;261;5850;33764;14969;7237;7752;35336.47822;16290.1075;7311.115297;30722;32293.3714;55.7;0.797253103
avr-94;40382.15738;38611;36631.87738;35073;28636.95458;27176;7994.9228;7897;0;0;0;0;3750.28;3538;86;324;5304;33545;15059;6811;8243;31981.01286;13736.04749;6729.977416;30007;28367.70211;57.7;1.240781148
mai-94;35585.84517;34058;32874.36517;31500;25064.71157;23786;7809.6536;7714;0;0;0;0;2711.48;2558;176;204;4939;29147;10852;6604;8995;29357.65184;11029.83106;6617.336196;26589;26848.72494;48.3;0.95969316
juin-94;34762.73052;33249;32372.43052;30994;25328.15132;24036;7044.2792;6958;0;0;0;0;2390.3;2255;257;247;4475;28764;10254;6962;8954;28764;10254;6962;26509;26509;47.7;1
juil-94;36449.64042;34809;33899.28042;32403;27885.62442;26463;6013.656;5940;0;0;0;0;2550.36;2406;365;324;5392;29376;10584;6726;9401;29376;10584;6726;26970;26970;48.6;1
août-94;33990.23715;32423;32475.49715;30994;27954.11875;26528;4521.3784;4466;0;0;0;0;1514.74;1429;349;328;5578;26824;10135;5912;8557;26824;10135;5912;25395;25395;47.1;1
sept-94;36325.85674;34685;34475.09674;32939;28730.73914;27265;5744.3576;5674;0;0;0;0;1850.76;1746;337;360;5320;29388;11037;6972;8675;29388;11037;6972;27642;27642;50.7;1
oct-94;39967.76193;38161;37300.80193;35645;30925.71913;29348;6375.0828;6297;0;0;0;0;2666.96;2516;405;254;6041;31969;13192;7170;8229;31388.59767;12706.97332;7135.952481;29453;28793.56767;55.4;1.095425296
nov-94;41177.3046;39345;38976.7446;37269;31736.0598;30117;7240.6848;7152;0;0;0;0;2200.56;2076;414;275;6257;32949;14517;7076;7764;35533.70648;16702.27998;7193.649645;30873;33503.06918;58.8;0.672906935
déc-94;46756.90124;44587;43355.36124;41378;37307.28364;35404;6048.0776;5974;0;0;0;0;3401.54;3209;417;326;6514;37982;18893;7132;7737;39344.86623;20052.5191;7183.925514;34773;36022.79155;64.5;0.855439721
janv-95;50537.72827;48322;46618.90827;44625;38807.22987;36909;7811.6784;7716;0;0;0;0;3918.82;3697;370;268;6852;41368;21158;7636;7856;41783.35092;21510.31465;7651.665705;37671;38044.87928;66.8;0.959052825
févr-95;41249.63171;39491;39202.77171;37560;31707.97451;30157;7494.7972;7403;0;0;0;0;2046.86;1931;209;201;6095;33388;16081;6689;7012;35714.2613;18062.9971;6782.021291;31457;33673.9643;59.6;0.725682691
mars-95;46393.29591;44406;42853.95591;41067;34420.66391;32737;8433.292;8330;0;0;0;0;3539.34;3339;190;184;6841;37559;17582;7590;8383;36429.34732;16626.88603;7535.888601;34220;33079.85744;59.4;1.14360987
avr-95;40141.95235;38400;37268.29235;35689;30622.89875;29125;6645.3936;6564;0;0;0;0;2873.66;2711;216;248;6060;32372;14284;6816;8157;31969.69087;13941.28355;6795.119576;29661;29229.86796;55.6;1.06145712
mai-95;38124.35867;36525;35843.23867;34373;28124.70107;26749;7718.5376;7624;0;0;0;0;2281.12;2152;296;167;5950;30446;11550;6953;9153;29756.5588;10969.43436;6907.303217;28294;27423.16491;52.8;1.132314397
juin-95;36830.76025;35271;33995.26025;32596;26806.20785;25495;7189.0524;7101;0;0;0;0;2835.5;2675;405;182;5445;29603;10717;7010;9205;29603;10717;7010;26928;26928;49.3;1
juil-95;37612.17195;35983;34461.85195;33011;28057.40955;26685;6404.4424;6326;0;0;0;0;3150.32;2972;370;179;5868;29924;10845;6968;9550;29924;10845;6968;26952;26952;49.5;1
août-95;35805.73618;34205;33493.87618;32024;28899.60498;27486;4594.2712;4538;0;0;0;0;2311.86;2181;331;149;6139;27884;10469;6210;8805;27884;10469;6210;25703;25703;48.5;1
sept-95;37100.64404;35454;33261.32404;31832;27871.30644;26508;5390.0176;5324;0;0;0;0;3839.32;3622;430;118;6195;28947;11056;6973;8233;28947;11056;6973;25325;25325;50.4;1
oct-95;39117.41826;37353;35851.55826;34272;31103.40226;29582;4748.156;4690;0;0;0;0;3265.86;3081;548;208;6371;30642;12019;7410;7997;34432.75176;15212.22724;7609.670019;27561;31532.41744;51.6;0.475220297
nov-95;43821.86465;41808;39041.26465;37298;34502.67545;32815;4538.5892;4483;0;0;0;0;4780.6;4510;468;270;6209;35401;16789;7222;7525;35197.03239;16616.65229;7212.648812;30891;30699.94831;62.2;1.025929969
déc-95;46235.35773;44153;42068.49773;40222;36306.92933;34531;5761.5684;5691;0;0;0;0;4166.86;3931;397;686;4676;39766;21091;7143;6978;38825.34328;20293.00653;7108.060709;35835;35008.99284;64.4;1.098308926
janv-96;49934.0947;47754;45811.7547;43865;38640.9255;36782;7170.8292;7083;0;0;0;0;4122.34;3889;477;405;6596;41086;20541;7839;8130;41711.29016;21071.88289;7863.764862;37197;37767.91259;66.6;0.937015252
févr-96;47985.78374;45872;42478.02374;40676;35743.53894;34024;6734.4848;6652;0;0;0;0;5507.76;5196;401;570;5926;40115;20782;7329;7450;38427.36527;19352.97951;7261.972162;34919;33437.58489;69.6;1.184599545
mars-96;46669.231;44594;41936.331;40129;36076.5598;34341;5859.7712;5788;0;0;0;0;4732.9;4465;446;483;6329;38302;18254;7570;8205;36741.27848;16940.08265;7497.311105;33837;32332.33161;63.5;1.193906574
avr-96;41422.02013;39578;38203.86013;36542;33294.73253;31693;4909.1276;4849;0;0;0;0;3218.16;3036;508;249;5995;33324;13980;7196;8801;33267.63782;13932.37234;7192.926383;30288;30226.00365;62.8;1.008546221
mai-96;39416.97299;37734;36827.39299;35291;30266.02859;28810;6561.3644;6481;0;0;0;0;2589.58;2443;490;242;5700;31786;12554;6885;9179;28898.21791;10151.82776;6687.205335;29343;25694.96362;53;1.591561513
juin-96;36781.75778;35211;33794.67778;32393;27545.13258;26220;6249.5452;6173;0;0;0;0;2987.08;2818;474;276;5661;29352;10849;6955;9045;29352;10849;6955;26534;26534;49.4;1
juil-96;38335.53688;36664;35489.43688;33979;29999.19168;28556;5490.2452;5423;0;0;0;0;2846.1;2685;481;287;5709;30761;11201;7350;9776;30761;11201;7350;28076;28076;50.5;1
août-96;35344.63405;33794;34173.33405;32689;29720.79885;28291;4452.5352;4398;0;0;0;0;1171.3;1105;429;197;5842;27720;10630;5926;8747;27720;10630;5926;26615;26615;48.3;1
sept-96;37947.75131;36248;34981.87131;33450;30770.28731;29290;4211.584;4160;0;0;0;0;2965.88;2798;403;199;5817;30227;11504;7013;9146;30227;11504;7013;27429;27429;52.1;1
oct-96;42764.91251;40837;38622.43251;36929;34032.21091;32395;4590.2216;4534;0;0;0;0;4142.48;3908;586;180;6446;33985;13601;7719;9297;33397.37402;13107.74805;7682.8612;30077;29412.90548;55.5;1.094076409
nov-96;45575.0353;43562;40988.4153;39235;34896.8045;33218;6091.6108;6017;0;0;0;0;4586.62;4327;609;214;6280;36887;17665;7356;7836;36148.64036;17040.83372;7322.47434;32560;31859.82894;64.7;1.091569212
déc-96;50144.4121;47991;44832.7521;42980;36353.9021;34605;8478.85;8375;0;0;0;0;5311.66;5011;532;315;6127;41647;21909;7407;7500;40146.18505;20638.82387;7350.453833;36636;35331.36024;67.9;1.15385762
janv-97;51914.82411;49585;44865.82411;42935;37149.31131;35313;7716.5128;7622;0;0;0;0;7049;6650;350;801;5656;44380;24127;7862;7560;42163.95631;22234.93091;7779.253592;37730;35897.2082;68.9;1.212736111
févr-97;43309.91994;41362;38811.27994;37118;32755.10314;31136;6056.1768;5982;0;0;0;0;4498.64;4244;394;440;5703;35705;17720;7303;6956;37647.68561;19380.87886;7382.077532;31461;33166.34956;65.6;0.785758057
mars-97;42178.08066;40276;39744.32066;37980;34358.35266;32660;5385.968;5320;0;0;0;0;2433.76;2296;486;272;6191;33871;15445;7108;7734;35545.38107;16866.52839;7183.681004;31575;33256.74778;55.5;0.789297425
avr-97;41751.38961;39839;39448.00961;37666;34931.69321;33205;4516.3164;4461;0;0;0;0;2303.38;2173;436;221;6017;33607;13786;7525;9186;33278.37802;13507.15714;7505.63164;31434;31049.40808;55.7;1.051610206
mai-97;38647.07372;36942;37088.87372;35472;31267.57372;29722;5821.3;5750;0;0;0;0;1558.2;1470;541;274;5622;31053;11992;6971;9349;31441.56664;12322.79817;6994.470298;29583;30067.28297;53;0.93288899
juin-97;37238.59413;35607;35189.61413;33674;29169.88373;27728;6019.7304;5946;0;0;0;0;2048.98;1933;478;267;5361;30035;10668;7508;9153;30035;10668;7508;28102;28102;50.8;1
juil-97;38490.67109;36826;36890.07109;35316;30181.90869;28690;6708.1624;6626;0;0;0;0;1600.6;1510;423;307;5340;31370;11284;7374;9927;31370;11284;7374;29860;29860;51.3;1
août-97;36238.43399;34625;34557.27399;33039;29449.71599;27994;5107.558;5045;0;0;0;0;1681.16;1586;365;328;5487;29101;10970;6299;9131;29101;10970;6299;27515;27515;49.3;1
sept-97;37673.35851;35964;35031.83851;33472;30411.24491;28908;4620.5936;4564;0;0;0;0;2641.52;2492;406;258;5617;30199;10831;7422;9267;30199;10831;7422;27707;27707;50.1;1
oct-97;43116.01264;41123;38877.07264;37124;34341.52064;32644;4535.552;4480;0;0;0;0;4238.94;3999;563;230;6193;34597;13607;8097;9454;33549.03998;12732.16084;8028.048125;30598;29386.4952;61.9;1.171777432
nov-97;44538.15686;42489;39968.49686;38178;34988.50126;33259;4979.9956;4919;0;0;0;0;4569.66;4311;393;309;6245;36160;17043;7377;8001;36946.30498;17712.95664;7412.043187;31849;32588.55764;61.9;0.905442573
déc-97;48495.95548;46305;43071.93548;41188;36479.18668;34676;6592.7488;6512;0;0;0;0;5424.02;5117;402;531;6202;40232;20960;7291;7825;40958.88203;21585.29723;7317.497265;35115;35736.13689;67;0.927578339
janv-98;50949.92471;48660;45817.40471;43818;38868.29111;36954;6949.1136;6864;0;0;0;0;5132.52;4842;496;242;6771;41635;21261;7864;7825;42354.40554;21871.90179;7891.552265;36793;37420.10624;68.1;0.930172762
févr-98;45186.64333;43119;40500.38333;38698;35303.73413;33565;5196.6492;5133;0;0;0;0;4686.26;4421;322;248;6203;36842;18057;7475;7328;37829.3876;18895.95129;7516.716336;32421;33308.30256;67.8;0.88900383
mars-98;46978.41043;44816;41308.47043;39467;36092.58563;34315;5215.8848;5152;0;0;0;0;5669.94;5349;430;202;6953;37635;17268;7966;8330;38070.88219;17635.90574;7986.826825;32286;32695.23665;61.8;0.94784706
avr-98;43478.56077;41528;37818.16077;36188;31537.23117;29984;6280.9296;6204;0;0;0;0;5660.4;5340;430;262;5809;35551;15818;7583;8687;34633.02043;15038.27074;7534.169482;30211;29299.49854;60.8;1.129624155
mai-98;39534.90094;37805;36343.24094;34794;29838.57094;28369;6504.67;6425;0;0;0;0;3191.66;3011;456;226;5966;31609;11943;7189;9397;33173.55311;13264.44917;7279.652948;28598;30416.09222;55.2;0.750941568
juin-98;38092.65123;36428;34960.35123;33473;28623.73963;27214;6336.6116;6259;0;0;0;0;3132.3;2955;460;178;5296;30850;11262;7564;9361;30850;11262;7564;27895;27895;51.9;1
juil-98;37705.68021;35981;33629.98021;32136;29243.25101;27803;4386.7292;4333;0;0;0;0;4075.7;3845;546;396;3810;32021;11665;7698;9984;32021;11665;7698;28176;28176;52.6;1
août-98;32223.88454;30742;29183.80454;27874;25737.59494;24470;3446.2096;3404;0;0;0;0;3040.08;2868;391;798;2281;28868;11367;6423;8524;28868;11367;6423;26000;26000;48.8;1
sept-98;36261.5425;34602;32945.8625;31474;28871.9649;27450;4073.8976;4024;0;0;0;0;3315.68;3128;460;556;3727;30971;11608;7687;8904;30971;11608;7687;27843;27843;52.1;1
oct-98;42907.4589;40996;39345.8589;37636;33185.4049;31551;6160.454;6085;0;0;0;0;3561.6;3360;615;318;5229;35470;14697;8116;9155;34462.30738;13850.34324;8054.454966;32110;30973.95696;58.5;1.152822343
nov-98;46772.5676;44663;40730.5676;38963;34286.6416;32598;6443.926;6365;0;0;0;0;6042;5700;493;423;5128;39465;19540;7720;8130;36805.20378;17279.07947;7595.764363;33765;31307.12846;69;1.327118198
déc-98;49927.26985;47615;41615.80985;39774;36000.02705;34227;5615.7828;5547;0;0;0;0;8311.46;7841;457;741;4979;42920;22641;7926;7723;42733.03302;22481.23664;7918.965464;35079;34930.06129;68.7;1.0177663
janv-99;49629.8778;47461;43319.6978;41508;38012.697;36266;5307.0008;5242;0;0;0;0;6310.18;5953;599;609;5610;41861;21491;8209;7894;43161.2896;22607.74572;8260.001999;35908;37004.7451;71;0.876508506
févr-99;46535.5484;44550;39966.7284;38353;33607.844;32072;6358.8844;6281;0;0;0;0;6568.82;6197;413;518;5546;39109;20357;7486;7206;38858.70774;20142.63646;7476.054718;32912;32703.17821;68.5;1.026605695
mars-99;46571.7036;44471;41492.1836;39679;34512.698;32785;6979.4856;6894;0;0;0;0;5079.52;4792;394;421;6185;38313;17947;8178;8164;38911.51278;18454.44527;8206.205944;33521;34083.31713;60.7;0.931257041
avr-99;43354.9366;41450;40137.8366;38415;33467.133;31826;6670.7036;6589;0;0;0;0;3217.1;3035;450;248;5923;35325;15423;7624;8853;35694.87734;15737.89887;7643.116344;32290;32682.36391;61.6;0.949977619
mai-99;38953.718;37242;36870.818;35277;28295.79;26807;8575.028;8470;0;0;0;0;2082.9;1965;663;244;5269;31554;12285;7227;9162;34731.0328;15004.52862;7394.529715;29589;33199.37614;52.4;0.54688203
juin-99;38246.4492;36525;35783.0092;34201;28591.932;27098;7191.0772;7103;0;0;0;0;2463.44;2324;507;392;4878;31532;11766;7736;9311;31532;11766;7736;29208;29208;52.4;1
juil-99;40125.4698;38257;37375.8298;35663;31542.381;29901;5833.4488;5762;0;0;0;0;2749.64;2594;552;360;5442;32623;12131;7762;9944;32623;12131;7762;30029;30029;53.1;1
août-99;37335.6944;35631;35268.6944;33681;30241.116;28715;5027.5784;4966;0;0;0;0;2067;1950;504;442;5922;29647;11539;6619;8927;29647;11539;6619;27697;27697;51.3;1
sept-99;39555.78;37723;36321.72;34672;31274.906;29687;5046.814;4985;0;0;0;0;3234.06;3051;486;539;5979;31797;11844;7923;9293;31797;11844;7923;28746;28746;53.2;1
oct-99;43910.0848;41988;40087.7248;38382;33702.518;32075;6385.2068;6307;0;0;0;0;3822.36;3606;643;353;6064;35634;14752;8119;9441;35327.74856;14492.4352;8100.863822;32028;31687.47941;59.9;1.044775911
nov-99;47663.2176;45654;41287.3176;39639;34485.002;32920;6802.3156;6719;0;0;0;0;6375.9;6015;486;410;5547;40031;19518;7788;8731;38395.26176;18119.86193;7713.601804;34016;32510.86667;67.5;1.192901313
déc-99;51625.9364;49354;43976.9764;42138;36509.514;34762;7467.4624;7376;0;0;0;0;7648.96;7216;601;429;5743;43439;22686;7800;8594;43621.93386;22843.83451;7806.742374;36223;36373.79008;71.9;0.982726793
janv-00;52435.1982;50126;43859.7982;42036;38050.647;36298;5809.1512;5738;0;0;0;0;8575.4;8090;565;695;4732;45524;23854;8505;8749;45101.98716;23489.39404;8488.529968;37434;37088.58321;72.4;1.038805382
févr-00;47981.563;45880;41016.303;39309;35336.739;33699;5679.564;5610;0;0;0;0;6965.26;6571;664;300;5488;40028;19465;8291;8415;41549.97898;20774.48008;8356.844739;33457;34772.07521;65.3;0.842417227
mars-00;48949.5918;46864;43747.1118;41956;37584.633;35869;6162.4788;6087;0;0;0;0;5202.48;4908;639;267;6524;39968;18502;8508;9204;39991.90109;18522.48011;8509.176063;35060;35083.27473;63.9;0.997235776
avr-00;44787.1884;42798;40143.3284;38417;33865.436;32216;6277.8924;6201;0;0;0;0;4643.86;4381;584;232;5795;36651;16152;7800;9327;36626.0674;16130.65145;7798.709823;32270;32244.39516;63.3;1.003308693
mai-00;41703.14;39848;40000.78;38242;32331.85;30667;7668.93;7575;0;0;0;0;1702.36;1606;550;204;6447;33055;12645;8020;9521;35525.44848;14755.05417;8165.972389;31449;34400.69339;54.2;0.642486205
juin-00;39869.4638;38053;37377.4038;35702;31047.879;29450;6329.5248;6252;0;0;0;0;2492.06;2351;336;180;6208;31689;11773;7882;9262;31689;11773;7882;29338;29338;53.4;1
juil-00;40597.7788;38745;37883.1188;36184;32748.226;31112;5134.8928;5072;0;0;0;0;2714.66;2561;367;205;6212;32371;12118;7835;9619;32371;12118;7835;29810;29810;53.9;1
août-00;38907.2188;37095;36689.6988;35003;31929.394;30301;4760.3048;4702;0;0;0;0;2217.52;2092;389;273;6376;30603;11894;7082;8907;30603;11894;7082;28511;28511;52.3;1
sept-00;40203.7306;38405;37254.8106;35623;32613.969;31039;4640.8416;4584;0;0;0;0;2948.92;2782;450;416;6285;32086;11966;8087;9058;32086;11966;8087;29304;29304;53.1;1
oct-00;44825.4912;42831;40734.9512;38972;35072.598;33379;5662.3532;5593;0;0;0;0;4090.54;3859;656;397;6035;36537;15199;8561;9496;36302.65894;14999.88444;8546.818186;32678;32419.78665;59.9;1.033186183
nov-00;49353.2188;47282;43744.7588;41991;36301.594;34639;7443.1648;7352;0;0;0;0;5608.46;5291;706;288;6432;40432;18870;8518;9009;41220.59012;19543.06254;8554.828507;35141;35882.47487;66.4;0.913900069
déc-00;50900.5628;48745;45190.3428;43358;38278.688;36531;6911.6548;6827;0;0;0;0;5710.22;5387;698;238;6640;41645;20803;8144;8541;43956.48555;22793.85781;8233.895463;36258;38263.18661;64.9;0.781645364
janv-01;53701.6132;51508;48616.7932;46711;40676.54;38868;7940.2532;7843;0;0;0;0;5084.82;4797;655;345;6144;45054;23482;8465;9310;46095.70707;24396.08266;8504.832831;40257;41182.83341;70.6;0.906328951
févr-01;46279.3818;44379;41572.9818;39939;34858.745;33307;6714.2368;6632;0;0;0;0;4706.4;4440;432;406;5140;39213;19883;7975;7940;40085.28553;20642.47327;8011.846257;34773;35557.94396;69.03;0.908020558
mars-01;48410.1484;46360;43983.5884;42184;35432.858;33738;8550.7304;8446;0;0;0;0;4426.56;4176;573;313;6563;39537;19283;8400;8818;41159.3114;20707.86108;8472.87492;35361;36883.73169;65.5;0.827980655
avr-01;45022.7438;43165;41825.7838;40149;33132.305;31562;8693.4788;8587;0;0;0;0;3196.96;3016;482;238;5819;37102;16839;8021;8929;35763.24752;15692.38741;7948.403182;34086;32654.4033;62.98;1.182670196
mai-01;42180.735;40372;39340.995;37693;30406.565;28868;8934.43;8825;0;0;0;0;2839.74;2679;490;229;5561;34550;13654;7984;9602;35774.34504;14690.03739;8055.011503;31871;33279.2417;58;0.823683671
juin-01;39990.9456;38240;37426.8056;35821;30052.484;28537;7374.3216;7284;0;0;0;0;2564.14;2419;277;189;5662;32490;12158;8029;9550;32490;12158;8029;30071;30071;54.9;1
juil-01;41878.3864;40024;39514.5864;37794;32836.796;31198;6677.7904;6596;0;0;0;0;2363.8;2230;253;196;6621;33346;12357;8282;9878;33346;12357;8282;31116;31116;55.4;1
août-01;39442.744;37628;37523.084;35817;32405.402;30762;5117.682;5055;0;0;0;0;1919.66;1811;368;318;6191;31387;11929;7523;9231;31387;11929;7523;29576;29576;54.4;1
sept-01;41793.284;39947;39434.784;37722;34560.078;32907;4874.706;4815;0;0;0;0;2358.5;2225;455;219;5922;33789;13018;7979;9654;33789;13018;7979;31564;31564;57.6;1
oct-01;45942.563;43988;42685.183;40915;37496.633;35790;5188.55;5125;0;0;0;0;3257.38;3073;698;150;7443;35997;14152;8569;9876;41081.56616;18497.0909;8828.226205;32924;38325.79153;58;0.412733207
